recipe_id,target_id,recipe_type,phase_index,phase_name,duration_s,serial_required,fpp_lanes_required,fpp_channel,dwr_segments,route_resource,power_w,thermal_region,notes
F_core_die3_accel_lane2,core_die3_accel,F,2,CONFIG_SCAN_OR_DWR_MODE,1.32e-06,True,0,,dwr_die3_lower,,0.16,thermal_die3,
F_core_die3_accel_lane2,core_die3_accel,F,3,FPP_SHIFT_IN,0.001728,False,2,fpp_ch0,dwr_die3_lower,,1.42,thermal_die3,
F_core_die3_accel_lane2,core_die3_accel,F,4,CAPTURE,1e-06,False,0,,,,2.7600000000000002,thermal_die3,
F_core_die3_accel_lane2,core_die3_accel,F,5,FPP_SHIFT_OUT,0.001728,False,2,fpp_ch0,dwr_die3_lower,,1.42,thermal_die3,
H_core_die3_accel_lane1,core_die3_accel,H,0,CONFIG_ACCESS_PATH,5.76e-06,True,0,,,,0.16,thermal_die3,
H_core_die3_accel_lane1,core_die3_accel,H,1,CONFIG_FPP,1.28e-06,True,0,fpp_ch0,,,0.16,thermal_die3,
H_core_die3_accel_lane1,core_die3_accel,H,2,CONFIG_SCAN_OR_DWR_MODE,1.32e-06,True,0,,dwr_die3_lower,,0.16,thermal_die3,
H_core_die3_accel_lane1,core_die3_accel,H,3,FPP_SHIFT_IN,0.003456,False,1,fpp_ch0,dwr_die3_lower,,1.38,thermal_die3,
H_core_die3_accel_lane1,core_die3_accel,H,4,CAPTURE,1e-06,False,0,,,,2.7600000000000002,thermal_die3,
H_core_die3_accel_lane1,core_die3_accel,H,5,FPP_SHIFT_OUT,0.003456,False,1,fpp_ch0,dwr_die3_lower,,1.38,thermal_die3,
H_core_die3_accel_lane1,core_die3_accel,H,6,SERIAL_STATUS_READBACK,1.28e-06,True,0,,,,0.16,thermal_die3,
H_core_die3_accel_lane2,core_die3_accel,H,0,CONFIG_ACCESS_PATH,5.76e-06,True,0,,,,0.16,thermal_die3,
H_core_die3_accel_lane2,core_die3_accel,H,1,CONFIG_FPP,1.28e-06,True,0,fpp_ch0,,,0.16,thermal_die3,
H_core_die3_accel_lane2,core_die3_accel,H,2,CONFIG_SCAN_OR_DWR_MODE,1.32e-06,True,0,,dwr_die3_lower,,0.16,thermal_die3,
H_core_die3_accel_lane2,core_die3_accel,H,3,FPP_SHIFT_IN,0.001728,False,2,fpp_ch0,dwr_die3_lower,,1.4,thermal_die3,
H_core_die3_accel_lane2,core_die3_accel,H,4,CAPTURE,1e-06,False,0,,,,2.7600000000000002,thermal_die3,
H_core_die3_accel_lane2,core_die3_accel,H,5,FPP_SHIFT_OUT,0.001728,False,2,fpp_ch0,dwr_die3_lower,,1.4,thermal_die3,
H_core_die3_accel_lane2,core_die3_accel,H,6,SERIAL_STATUS_READBACK,1.28e-06,True,0,,,,0.16,thermal_die3,
S_core_die3_accel_serial,core_die3_accel,S,0,CONFIG_ACCESS_PATH,5.76e-06,True,0,,,,0.16,thermal_die3,
S_core_die3_accel_serial,core_die3_accel,S,1,CONFIG_SCAN_OR_DWR_MODE,1.32e-06,True,0,,dwr_die3_lower,,0.16,thermal_die3,
S_core_die3_accel_serial,core_die3_accel,S,2,SERIAL_SHIFT_IN,0.013824,True,0,,,,1.3599999999999999,thermal_die3,
S_core_die3_accel_serial,core_die3_accel,S,3,CAPTURE,1e-06,False,0,,,,2.7600000000000002,thermal_die3,
S_core_die3_accel_serial,core_die3_accel,S,4,SERIAL_SHIFT_OUT,0.0138304,True,0,,dwr_die3_lower,,1.3599999999999999,thermal_die3,
S_sensor_die1_temp_serial,sensor_die1_temp,S,0,CONFIG_ACCESS_PATH,3.2e-06,True,0,,,,0.05,thermal_die1,
S_sensor_die1_temp_serial,sensor_die1_temp,S,1,ACCESS_INSTRUMENT,3.2e-07,True,0,,,,0.05,thermal_die1,
S_sensor_die1_temp_serial,sensor_die1_temp,S,2,READ_INSTRUMENT,6.4e-07,True,0,,,,0.05,thermal_die1,
I_link_die0_die1_serial_extest,link_die0_die1,I,0,CONFIG_ACCESS_PATH,3.2e-06,True,0,,,,0.0,thermal_die1,
I_link_die0_die1_serial_extest,link_die0_die1,I,1,CONFIG_DWR_MODE,1.64e-06,True,0,,dwr_die0_upper;dwr_die1_lower,,0.0,thermal_die1,
I_link_die0_die1_serial_extest,link_die0_die1,I,2,DWR_SHIFT_IN,8.192e-05,True,0,,dwr_die0_upper;dwr_die1_lower,mbump_die0_die1,0.45,thermal_die1,
I_link_die0_die1_serial_extest,link_die0_die1,I,3,DWR_CAPTURE,1e-06,False,0,,dwr_die0_upper;dwr_die1_lower,mbump_die0_die1,0.45,thermal_die1,
I_link_die0_die1_serial_extest,link_die0_die1,I,4,DWR_SHIFT_OUT,9.216e-05,True,0,,dwr_die0_upper;dwr_die1_lower,mbump_die0_die1,0.45,thermal_die1,
I_link_die1_die2_serial_extest,link_die1_die2,I,0,CONFIG_ACCESS_PATH,4.48e-06,True,0,,,,0.0,thermal_die2,
I_link_die1_die2_serial_extest,link_die1_die2,I,1,CONFIG_DWR_MODE,1.64e-06,True,0,,dwr_die1_upper;dwr_die2_lower,,0.0,thermal_die2,
I_link_die1_die2_serial_extest,link_die1_die2,I,2,DWR_SHIFT_IN,8.192e-05,True,0,,dwr_die1_upper;dwr_die2_lower,tsv_die1_die2,0.5,thermal_die2,
I_link_die1_die2_serial_extest,link_die1_die2,I,3,DWR_CAPTURE,1e-06,False,0,,dwr_die1_upper;dwr_die2_lower,tsv_die1_die2,0.5,thermal_die2,
I_link_die1_die2_serial_extest,link_die1_die2,I,4,DWR_SHIFT_OUT,9.344e-05,True,0,,dwr_die1_upper;dwr_die2_lower,tsv_die1_die2,0.5,thermal_die2,
I_link_die2_die3_serial_extest,link_die2_die3,I,0,CONFIG_ACCESS_PATH,5.76e-06,True,0,,,,0.0,thermal_die3,
I_link_die2_die3_serial_extest,link_die2_die3,I,1,CONFIG_DWR_MODE,1.64e-06,True,0,,dwr_die2_upper;dwr_die3_lower,,0.0,thermal_die3,
I_link_die2_die3_serial_extest,link_die2_die3,I,2,DWR_SHIFT_IN,8.192e-05,True,0,,dwr_die2_upper;dwr_die3_lower,tsv_die2_die3,0.55,thermal_die3,
I_link_die2_die3_serial_extest,link_die2_die3,I,3,DWR_CAPTURE,1e-06,False,0,,dwr_die2_upper;dwr_die3_lower,tsv_die2_die3,0.55,thermal_die3,
I_link_die2_die3_serial_extest,link_die2_die3,I,4,DWR_SHIFT_OUT,9.472e-05,True,0,,dwr_die2_upper;dwr_die3_lower,tsv_die2_die3,0.55,thermal_die3,
B_mem_die2_sram_local_bist,mem_die2_sram,B,0,CONFIG_BIST,7.04e-06,True,0,,,,0.1,thermal_die2,
B_mem_die2_sram_local_bist,mem_die2_sram,B,1,LOCAL_BIST_RUN,0.005,False,0,,,,1.4000000000000001,thermal_die2,external access resources released
B_mem_die2_sram_local_bist,mem_die2_sram,B,2,READ_BIST_RESULT,4.8e-06,True,0,,,,0.1,thermal_die2,
F_mem_die2_sram_lane1,mem_die2_sram,F,0,CONFIG_ACCESS_PATH,4.48e-06,True,0,,,,0.1,thermal_die2,
F_mem_die2_sram_lane1,mem_die2_sram,F,1,CONFIG_FPP,1.28e-06,True,0,fpp_ch0,,,0.1,thermal_die2,
F_mem_die2_sram_lane1,mem_die2_sram,F,2,CONFIG_SCAN_OR_DWR_MODE,1.64e-06,True,0,,dwr_die2_lower;dwr_die2_upper,,0.1,thermal_die2,
F_mem_die2_sram_lane1,mem_die2_sram,F,3,FPP_SHIFT_IN,0.000512,False,1,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.83,thermal_die2,
F_mem_die2_sram_lane1,mem_die2_sram,F,4,CAPTURE,1e-06,False,0,,,,1.7000000000000002,thermal_die2,
F_mem_die2_sram_lane1,mem_die2_sram,F,5,FPP_SHIFT_OUT,0.000512,False,1,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.83,thermal_die2,
F_mem_die2_sram_lane2,mem_die2_sram,F,0,CONFIG_ACCESS_PATH,4.48e-06,True,0,,,,0.1,thermal_die2,
F_mem_die2_sram_lane2,mem_die2_sram,F,1,CONFIG_FPP,1.28e-06,True,0,fpp_ch0,,,0.1,thermal_die2,
F_mem_die2_sram_lane2,mem_die2_sram,F,2,CONFIG_SCAN_OR_DWR_MODE,1.64e-06,True,0,,dwr_die2_lower;dwr_die2_upper,,0.1,thermal_die2,
F_mem_die2_sram_lane2,mem_die2_sram,F,3,FPP_SHIFT_IN,0.000256,False,2,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.86,thermal_die2,
F_mem_die2_sram_lane2,mem_die2_sram,F,4,CAPTURE,1e-06,False,0,,,,1.7000000000000002,thermal_die2,
F_mem_die2_sram_lane2,mem_die2_sram,F,5,FPP_SHIFT_OUT,0.000256,False,2,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.86,thermal_die2,
H_mem_die2_sram_lane1,mem_die2_sram,H,0,CONFIG_ACCESS_PATH,4.48e-06,True,0,,,,0.1,thermal_die2,
H_mem_die2_sram_lane1,mem_die2_sram,H,1,CONFIG_FPP,1.28e-06,True,0,fpp_ch0,,,0.1,thermal_die2,
H_mem_die2_sram_lane1,mem_die2_sram,H,2,CONFIG_SCAN_OR_DWR_MODE,1.64e-06,True,0,,dwr_die2_lower;dwr_die2_upper,,0.1,thermal_die2,
H_mem_die2_sram_lane1,mem_die2_sram,H,3,FPP_SHIFT_IN,0.000512,False,1,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.82,thermal_die2,
H_mem_die2_sram_lane1,mem_die2_sram,H,4,CAPTURE,1e-06,False,0,,,,1.7000000000000002,thermal_die2,
H_mem_die2_sram_lane1,mem_die2_sram,H,5,FPP_SHIFT_OUT,0.000512,False,1,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.82,thermal_die2,
H_mem_die2_sram_lane1,mem_die2_sram,H,6,SERIAL_STATUS_READBACK,1.28e-06,True,0,,,,0.1,thermal_die2,
H_mem_die2_sram_lane2,mem_die2_sram,H,0,CONFIG_ACCESS_PATH,4.48e-06,True,0,,,,0.1,thermal_die2,
H_mem_die2_sram_lane2,mem_die2_sram,H,1,CONFIG_FPP,1.28e-06,True,0,fpp_ch0,,,0.1,thermal_die2,
H_mem_die2_sram_lane2,mem_die2_sram,H,2,CONFIG_SCAN_OR_DWR_MODE,1.64e-06,True,0,,dwr_die2_lower;dwr_die2_upper,,0.1,thermal_die2,
H_mem_die2_sram_lane2,mem_die2_sram,H,3,FPP_SHIFT_IN,0.000256,False,2,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.84,thermal_die2,
H_mem_die2_sram_lane2,mem_die2_sram,H,4,CAPTURE,1e-06,False,0,,,,1.7000000000000002,thermal_die2,
H_mem_die2_sram_lane2,mem_die2_sram,H,5,FPP_SHIFT_OUT,0.000256,False,2,fpp_ch0,dwr_die2_lower;dwr_die2_upper,,0.84,thermal_die2,
H_mem_die2_sram_lane2,mem_die2_sram,H,6,SERIAL_STATUS_READBACK,1.28e-06,True,0,,,,0.1,thermal_die2,
S_mem_die2_sram_serial,mem_die2_sram,S,0,CONFIG_ACCESS_PATH,4.48e-06,True,0,,,,0.1,thermal_die2,
S_mem_die2_sram_serial,mem_die2_sram,S,1,CONFIG_SCAN_OR_DWR_MODE,1.64e-06,True,0,,dwr_die2_lower;dwr_die2_upper,,0.1,thermal_die2,
S_mem_die2_sram_serial,mem_die2_sram,S,2,SERIAL_SHIFT_IN,0.002048,True,0,,,,0.7999999999999999,thermal_die2,
S_mem_die2_sram_serial,mem_die2_sram,S,3,CAPTURE,1e-06,False,0,,,,1.7000000000000002,thermal_die2,
S_mem_die2_sram_serial,mem_die2_sram,S,4,SERIAL_SHIFT_OUT,0.00206016,True,0,,dwr_die2_lower;dwr_die2_upper,,0.7999999999999999,thermal_die2,
